"energy_type_clean","date","emissions_kg","generation_mwh","emissions_kg_ma6"
"oil",2025-03-01,818.035491428572,44023,471.269723809524
"bio_oil_and_diesel",2025-04-01,3670,69096.5,4241
"biomass",2025-04-01,166.248358848,110507,255.264628621714
"coal",2025-04-01,618546.045877454,4446749.393076,805332.050754402
"oil",2025-04-01,402.205605714286,22330,444.698441428571
"bio_oil_and_diesel",2025-05-01,5461,70608,4591.33333333333
"biomass",2025-05-01,316.695409344,140147,183.313802715429
"coal",2025-05-01,752841.436820302,6100976.137617,777779.843045407
"natural_gas",2025-05-01,31.09816,1049713.396271,20.3924104761905
"oil",2025-05-01,860.943477142857,33785,436.158953809524
"bio_oil_and_diesel",2025-06-01,2554,24307.9,4312.16666666667
"biomass",2025-06-01,773.995981577143,146156,293.738253627428
"coal",2025-06-01,818792.223590281,6988071.135045,723458.019344488
"natural_gas",2025-06-01,0,1128281.948972,16.5781785714286
"oil",2025-06-01,329.463382857143,34687,451.437469047619
"bio_oil_and_diesel",2025-07-01,4223,49562.2,4126.5
"biomass",2025-07-01,2370.566087424,162959,681.294566509714
"coal",2025-07-01,780355.203586267,5870213.006448,700899.186079692
"natural_gas",2025-07-01,0,784012.655447,16.0621647619048
"bio_oil_and_diesel",2025-08-01,6241,89976.8,4187.5
"biomass",2025-08-01,10.5917661257143,113694,682.079876448
"coal",2025-08-01,789640.808566071,6470728.263603,715247.1534433
"natural_gas",2025-08-01,0,895226.239726,13.6510519047619
"bio_oil_and_diesel",2025-09-01,8208,93815.4,5059.5
"biomass",2025-09-01,1375.04733078857,100890,835.524155684571
"coal",2025-09-01,831317.687999927,6062029.254673,765248.901073384
"natural_gas",2025-09-01,0,542518.558612,13.1251785714286
"bio_oil_and_diesel",2025-10-01,7211,73531.8,5649.66666666667
"biomass",2025-10-01,2002.69509942857,125487,1141.598612448
"coal",2025-10-01,615573.452291154,4052918.972063,764753.468809
"natural_gas",2025-10-01,0,562327.469526,5.18302666666667
"bio_oil_and_diesel",2025-11-01,5232,70014.8,5611.5
"biomass",2025-11-01,1038.78017469257,85114,1261.94607333943
"coal",2025-11-01,551582.975586212,3439018.438239,731210.391936652
"natural_gas",2025-11-01,0,656329.490192,0
"bio_oil_and_diesel",2025-12-01,8070,91333.300001,6530.83333333333
"biomass",2025-12-01,702.935488100571,136081,1250.10265776
"coal",2025-12-01,750391.970355813,5107061.70662,719810.349730907
"natural_gas",2025-12-01,0,355288.900062,0
"biomass",2026-01-01,293.815634934857,169891,903.977582345143
"coal",2026-01-01,381987.214674213,3259696.3,653415.684912232
"biomass",2026-02-01,368.983113490286,119196,963.709473572571
"coal",2026-02-01,239682.151444114,2326344.17,561755.908725239
"biomass",2026-03-01,2012.282198784,95515,1069.91528490514
"coal",2026-03-01,258989.030161755,2279901.02,466367.799085544
"biomass",2026-04-01,1595.86698421029,142957.01,1002.11059903543
"coal",2026-04-01,298196.031717669,2631333.66,413471.562323296
"biomass",2026-05-01,2742.04121653029,142611.97,1285.98743934171
"coal",2026-05-01,346449.210773266,3073852.87,379282.601521138
