"energy_type_clean","date","energy_generated_mwh","energy_generated_mwh_ma6"
"bio_oil_and_diesel",2025-02-01,83430.9,85556.8775306667
"coal",2025-02-01,3074831.756532,5214295.81870117
"natural_gas",2025-02-01,1390420.177004,1488345.601971
"bio_oil_and_diesel",2025-03-01,64565.600001,82994.7166668333
"coal",2025-03-01,2167064.278413,4425023.8749565
"natural_gas",2025-03-01,997821.101772,1304991.48955717
"bio_oil_and_diesel",2025-04-01,69096.5,78913.6833335
"coal",2025-04-01,2006208.929353,3903280.6490125
"natural_gas",2025-04-01,1194689.991955,1194367.29692617
"bio_oil_and_diesel",2025-05-01,70608,76762.6166668333
"coal",2025-05-01,2914054.077617,3458241.1074015
"natural_gas",2025-05-01,1622177.396271,1256492.09616083
"bio_oil_and_diesel",2025-06-01,24307.9,67772.7000001667
"coal",2025-06-01,3763828.865045,2934528.02153267
"natural_gas",2025-06-01,1619395.948972,1322423.02984333
"bio_oil_and_diesel",2025-07-01,49562.2,60261.8500001667
"coal",2025-07-01,2523896.816448,2741647.45390133
"natural_gas",2025-07-01,784012.655447,1268086.2119035
"bio_oil_and_diesel",2025-08-01,89976.8,61352.8333335
"coal",2025-08-01,2719760.723603,2682468.94841317
"natural_gas",2025-08-01,895226.239726,1185553.88902383
"bio_oil_and_diesel",2025-09-01,93815.4,66227.8
"coal",2025-09-01,2863116.894673,2798477.71778983
"natural_gas",2025-09-01,542518.558612,1109670.1318305
"bio_oil_and_diesel",2025-10-01,73531.8,66967.0166666667
"coal",2025-10-01,1708813.652063,2748911.8382415
"natural_gas",2025-10-01,562327.469526,1004276.37809233
"bio_oil_and_diesel",2025-11-01,70014.8,66868.15
"coal",2025-11-01,1307476.588239,2481148.92334517
"natural_gas",2025-11-01,656329.490192,843301.727079167
"bio_oil_and_diesel",2025-12-01,91333.300001,78039.0500001667
"coal",2025-12-01,2282565.26662,2234271.656941
"natural_gas",2025-12-01,355288.900062,632617.2189275
